Accession
"A0A1D8N3D0,""GO:0006337, P, nucleosome disassembly"""
"A0A1D8N3D0,""GO:0016573, P, histone acetylation"""
"A0A1D8N3D0,""GO:0042393, F, histone binding"""
"A0A1D8N3D1,""GO:0006457, P, protein folding"""
"A0A1D8N3D1,""GO:0051082, F, unfolded protein binding"""
"A0A1D8N3D2,""GO:0010181, F, FMN binding"""
"A0A1D8N3D2,""GO:0016491, F, oxidoreductase activity"""
"A0A1D8N3D9,""GO:0004190, F, aspartic-type endopeptidase activity"""
"A0A1D8N3E0,""GO:0007062, P, sister chromatid cohesion"""
"A0A1D8N3E2,""GO:0046872, F, metal ion binding"""
"A0A1D8N3E3,""GO:0000272, P, polysaccharide catabolic process"""
"A0A1D8N3E3,""GO:0004568, F, chitinase activity"""
"A0A1D8N3E3,""GO:0006032, P, chitin catabolic process"""
"A0A1D8N3E7,""GO:0006886, P, intracellular protein transport"""
"A0A1D8N3E9,""GO:0007165, P, signal transduction"""
"A0A1D8N3F2,""GO:0006511, P, ubiquitin-dependent protein catabolic process"""
"A0A1D8N3F2,""GO:0031625, F, ubiquitin protein ligase binding"""
"A0A1D8N3F5,""GO:0000055, P, ribosomal large subunit export from nucleus"""
"A0A1D8N3F5,""GO:0000056, P, ribosomal small subunit export from nucleus"""
"A0A1D8N3F5,""GO:0017056, F, structural constituent of nuclear pore"""
"A0A1D8N3F5,""GO:0051028, P, mRNA transport"""
"A0A1D8N3F7,""GO:0006355, P, regulation of transcription  DNA-templated"""
"A0A1D8N3G0,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N3G1,""GO:0008519, F, ammonium transmembrane transporter activity"""
"A0A1D8N3G2,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N3G3,""GO:0003677, F, DNA binding"""
"A0A1D8N3G3,""GO:0005524, F, ATP binding"""
"A0A1D8N3G3,""GO:0006260, P, DNA replication"""
"A0A1D8N3G3,""GO:0016887, F, ATPase activity"""
"A0A1D8N3G8,""GO:0004430, F, 1-phosphatidylinositol 4-kinase activity"""
"A0A1D8N3G8,""GO:0005524, F, ATP binding"""
"A0A1D8N3H0,""GO:0008233, F, peptidase activity"""
"A0A1D8N3H0,""GO:0016813, F, hydrolase activity  acting on carbon-nitrogen (but not peptide) bonds  in linear amidines"""
"A0A1D8N3H4,""GO:0003848, F, 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity"""
"A0A1D8N3H4,""GO:0004150, F, dihydroneopterin aldolase activity"""
"A0A1D8N3H4,""GO:0004156, F, dihydropteroate synthase activity"""
"A0A1D8N3H4,""GO:0005524, F, ATP binding"""
"A0A1D8N3H4,""GO:0016301, F, kinase activity"""
"A0A1D8N3H4,""GO:0046654, P, tetrahydrofolate biosynthetic process"""
"A0A1D8N3H4,""GO:0046656, P, folic acid biosynthetic process"""
"A0A1D8N3H4,""GO:0046872, F, metal ion binding"""
"A0A1D8N3H9,""GO:0008121, F, ubiquinol-cytochrome-c reductase activity"""
"A0A1D8N3H9,""GO:0046872, F, metal ion binding"""
"A0A1D8N3H9,""GO:0051537, F, 2 iron  2 sulfur cluster binding"""
"A0A1D8N3I4,""GO:0006464, P, cellular protein modification process"""
"A0A1D8N3I5,""GO:0005247, F, voltage-gated chloride channel activity"""
"A0A1D8N3I6,""GO:0046982, F, protein heterodimerization activity"""
"A0A1D8N3I7,""GO:0005524, F, ATP binding"""
"A0A1D8N3I7,""GO:0016301, F, kinase activity"""
"A0A1D8N3I7,""GO:0016787, F, hydrolase activity"""
"A0A1D8N3I9,""GO:0003723, F, RNA binding"""
"A0A1D8N3J4,""GO:0003779, F, actin binding"""
"A0A1D8N3J4,""GO:0030041, P, actin filament polymerization"""
"A0A1D8N3J4,""GO:0034314, P, Arp2/3 complex-mediated actin nucleation"""
"A0A1D8N3J7,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N3J8,""GO:0007059, P, chromosome segregation"""
"A0A1D8N3J8,""GO:0051382, P, kinetochore assembly"""
"A0A1D8N3K5,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N3K5,""GO:0008270, F, zinc ion binding"""
"A0A1D8N3K6,""GO:0005516, F, calmodulin binding"""
"A0A1D8N3K6,""GO:0033192, F, calmodulin-dependent protein phosphatase activity"""
"A0A1D8N3K6,""GO:0097720, P, calcineurin-mediated signaling"""
"A0A1D8N3K7,""GO:0006886, P, intracellular protein transport"""
"A0A1D8N3K7,""GO:0007033, P, vacuole organization"""
"A0A1D8N3L6,""GO:0003735, F, structural constituent of ribosome"""
"A0A1D8N3L6,""GO:0006412, P, translation"""
"A0A1D8N3L7,""GO:0015031, P, protein transport"""
"A0A1D8N3L7,""GO:0055085, P, transmembrane transport"""
"A0A1D8N3M0,""GO:0004402, F, histone acetyltransferase activity"""
"A0A1D8N3M0,""GO:0006355, P, regulation of transcription  DNA-templated"""
"A0A1D8N3M4,""GO:0003743, F, translation initiation factor activity"""
"A0A1D8N3M4,""GO:0003924, F, GTPase activity"""
"A0A1D8N3M4,""GO:0005525, F, GTP binding"""
"A0A1D8N3M7,""GO:0003924, F, GTPase activity"""
"A0A1D8N3M7,""GO:0005525, F, GTP binding"""
"A0A1D8N3M8,""GO:0017056, F, structural constituent of nuclear pore"""
"A0A1D8N3N8,""GO:0004386, F, helicase activity"""
"A0A1D8N3P5,""GO:0032366, P, intracellular sterol transport"""
"A0A1D8N3Q2,""GO:0005381, F, iron ion transmembrane transporter activity"""
"A0A1D8N3Q6,""GO:0007020, P, microtubule nucleation"""
"A0A1D8N3Q6,""GO:0043015, F, gamma-tubulin binding"""
"A0A1D8N3R0,""GO:0033617, P, mitochondrial cytochrome c oxidase assembly"""
"A0A1D8N3R2,""GO:0004252, F, serine-type endopeptidase activity"""
"A0A1D8N3R7,""GO:0006541, P, glutamine metabolic process"""
"A0A1D8N3R7,""GO:0046654, P, tetrahydrofolate biosynthetic process"""
"A0A1D8N3R7,""GO:0046656, P, folic acid biosynthetic process"""
"A0A1D8N3R7,""GO:0046820, F, 4-amino-4-deoxychorismate synthase activity"""
"A0A1D8N3R8,""GO:0006396, P, RNA processing"""
"A0A1D8N3R9,""GO:0046982, F, protein heterodimerization activity"""
"A0A1D8N3S0,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N3S5,""GO:0006355, P, regulation of transcription  DNA-templated"""
"A0A1D8N3T1,""GO:0004709, F, MAP kinase kinase kinase activity"""
"A0A1D8N3T1,""GO:0005524, F, ATP binding"""
"A0A1D8N3T1,""GO:0051403, P, stress-activated MAPK cascade"""
"A0A1D8N3T2,""GO:0003677, F, DNA binding"""
"A0A1D8N3T2,""GO:0046982, F, protein heterodimerization activity"""
"A0A1D8N3T4,""GO:0006629, P, lipid metabolic process"""
"A0A1D8N3T4,""GO:0016627, F, oxidoreductase activity  acting on the CH-CH group of donors"""
"A0A1D8N3T7,""GO:0003723, F, RNA binding"""
"A0A1D8N3T7,""GO:0004523, F, RNA-DNA hybrid ribonuclease activity"""
"A0A1D8N3T7,""GO:0015074, P, DNA integration"""
"A0A1D8N3T9,""GO:0000387, P, spliceosomal snRNP assembly"""
"A0A1D8N3T9,""GO:0003723, F, RNA binding"""
"A0A1D8N3V2,""GO:0000750, P, pheromone-dependent signal transduction involved in conjugation with cellular fusion"""
"A0A1D8N3V2,""GO:0007186, P, G protein-coupled receptor signaling pathway"""
"A0A1D8N3V2,""GO:0031681, F, G-protein beta-subunit binding"""
"A0A1D8N3V5,""GO:0005524, F, ATP binding"""
"A0A1D8N3V5,""GO:0016887, F, ATPase activity"""
"A0A1D8N3V5,""GO:0042626, F, ATPase-coupled transmembrane transporter activity"""
"A0A1D8N3W0,""GO:0004252, F, serine-type endopeptidase activity"""
"A0A1D8N3W9,""GO:0016740, F, transferase activity"""
"A0A1D8N3X0,""GO:0000287, F, magnesium ion binding"""
"A0A1D8N3X0,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N3X0,""GO:0004523, F, RNA-DNA hybrid ribonuclease activity"""
"A0A1D8N3Y2,""GO:0004499, F, N N-dimethylaniline monooxygenase activity"""
"A0A1D8N3Y2,""GO:0050660, F, flavin adenine dinucleotide binding"""
"A0A1D8N3Y2,""GO:0050661, F, NADP binding"""
"A0A1D8N3Y5,""GO:0003779, F, actin binding"""
"A0A1D8N3Y5,""GO:0006897, P, endocytosis"""
"A0A1D8N3Y5,""GO:0030674, F, protein-macromolecule adaptor activity"""
"A0A1D8N3Y5,""GO:0042802, F, identical protein binding"""
"A0A1D8N3Y5,""GO:0043130, F, ubiquitin binding"""
"A0A1D8N3Y6,""GO:0006357, P, regulation of transcription by RNA polymerase II"""
"A0A1D8N3Y6,""GO:0016538, F, cyclin-dependent protein serine/threonine kinase regulator activity"""
"A0A1D8N3Y7,""GO:0005094, F, Rho GDP-dissociation inhibitor activity"""
"A0A1D8N3Y8,""GO:0000030, F, mannosyltransferase activity"""
"A0A1D8N3Y8,""GO:0006486, P, protein glycosylation"""
"A0A1D8N3Z3,""GO:0008152, P, metabolic process"""
"A0A1D8N3Z3,""GO:0052861, F, glucan endo-1 3-beta-glucanase activity  C-3 substituted reducing group"""
"A0A1D8N3Z3,""GO:0052862, F, glucan endo-1 4-beta-glucanase activity  C-3 substituted reducing group"""
"A0A1D8N401,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N401,""GO:0008270, F, zinc ion binding"""
"A0A1D8N405,""GO:0030497, P, fatty acid elongation"""
"A0A1D8N405,""GO:0045703, F, ketoreductase activity"""
"A0A1D8N405,""GO:0102339, F, 3-oxo-arachidoyl-CoA reductase activity"""
"A0A1D8N405,""GO:0102340, F, 3-oxo-behenoyl-CoA reductase activity"""
"A0A1D8N405,""GO:0102341, F, 3-oxo-lignoceroyl-CoA reductase activity"""
"A0A1D8N405,""GO:0102342, F, 3-oxo-cerotoyl-CoA reductase activity"""
"A0A1D8N414,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N415,""GO:0016491, F, oxidoreductase activity"""
"A0A1D8N423,""GO:0008941, F, nitric oxide dioxygenase activity"""
"A0A1D8N423,""GO:0019825, F, oxygen binding"""
"A0A1D8N423,""GO:0020037, F, heme binding"""
"A0A1D8N423,""GO:0051409, P, response to nitrosative stress"""
"A0A1D8N423,""GO:0071949, F, FAD binding"""
"A0A1D8N425,""GO:0016787, F, hydrolase activity"""
"A0A1D8N433,""GO:0000166, F, nucleotide binding"""
"A0A1D8N433,""GO:0003677, F, DNA binding"""
"A0A1D8N433,""GO:0003887, F, DNA-directed DNA polymerase activity"""
"A0A1D8N433,""GO:0006260, P, DNA replication"""
"A0A1D8N433,""GO:0046872, F, metal ion binding"""
"A0A1D8N433,""GO:0051539, F, 4 iron  4 sulfur cluster binding"""
"A0A1D8N447,""GO:0003697, F, single-stranded DNA binding"""
"A0A1D8N447,""GO:0006301, P, postreplication repair"""
"A0A1D8N447,""GO:0006513, P, protein monoubiquitination"""
"A0A1D8N447,""GO:0046872, F, metal ion binding"""
"A0A1D8N447,""GO:0061630, F, ubiquitin protein ligase activity"""
"A0A1D8N449,""GO:0008483, F, transaminase activity"""
"A0A1D8N449,""GO:0030170, F, pyridoxal phosphate binding"""
"A0A1D8N456,""GO:0004114, F, 3' 5'-cyclic-nucleotide phosphodiesterase activity"""
"A0A1D8N456,""GO:0007165, P, signal transduction"""
"A0A1D8N456,""GO:0046872, F, metal ion binding"""
"A0A1D8N458,""GO:0004190, F, aspartic-type endopeptidase activity"""
"A0A1D8N464,""GO:0032366, P, intracellular sterol transport"""
"A0A1D8N466,""GO:0004362, F, glutathione-disulfide reductase activity"""
"A0A1D8N466,""GO:0006749, P, glutathione metabolic process"""
"A0A1D8N466,""GO:0045454, P, cell redox homeostasis"""
"A0A1D8N466,""GO:0050660, F, flavin adenine dinucleotide binding"""
"A0A1D8N466,""GO:0050661, F, NADP binding"""
"A0A1D8N468,""GO:0008478, F, pyridoxal kinase activity"""
"A0A1D8N468,""GO:0009443, P, pyridoxal 5'-phosphate salvage"""
"A0A1D8N485,""GO:0004252, F, serine-type endopeptidase activity"""
"A0A1D8N489,""GO:0005524, F, ATP binding"""
"A0A1D8N489,""GO:0006298, P, mismatch repair"""
"A0A1D8N489,""GO:0030983, F, mismatched DNA binding"""
"A0A1D8N493,""GO:0005506, F, iron ion binding"""
"A0A1D8N493,""GO:0009228, P, thiamine biosynthetic process"""
"A0A1D8N493,""GO:0016763, F, transferase activity  transferring pentosyl groups"""
"A0A1D8N493,""GO:0052837, P, thiazole biosynthetic process"""
"A0A1D8N495,""GO:0009966, P, regulation of signal transduction"""
"A0A1D8N497,""GO:0006260, P, DNA replication"""
"A0A1D8N498,""GO:0004375, F, glycine dehydrogenase (decarboxylating) activity"""
"A0A1D8N498,""GO:0006546, P, glycine catabolic process"""
"A0A1D8N4A0,""GO:0016787, F, hydrolase activity"""
"A0A1D8N4A0,""GO:0046872, F, metal ion binding"""
"A0A1D8N4A0,""GO:0051998, F, protein carboxyl O-methyltransferase activity"""
"A0A1D8N4A2,""GO:0016279, F, protein-lysine N-methyltransferase activity"""
"A0A1D8N4A2,""GO:0018013, P, N-terminal peptidyl-glycine methylation"""
"A0A1D8N4A2,""GO:0018027, P, peptidyl-lysine dimethylation"""
"A0A1D8N4A2,""GO:0071885, F, N-terminal protein N-methyltransferase activity"""
"A0A1D8N4A3,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N4A3,""GO:0006397, P, mRNA processing"""
"A0A1D8N4A3,""GO:0008270, F, zinc ion binding"""
"A0A1D8N4A3,""GO:0061630, F, ubiquitin protein ligase activity"""
"A0A1D8N4A7,""GO:0003735, F, structural constituent of ribosome"""
"A0A1D8N4A7,""GO:0006412, P, translation"""
"A0A1D8N4A8,""GO:0004222, F, metalloendopeptidase activity"""
"A0A1D8N4A8,""GO:0006627, P, protein processing involved in protein targeting to mitochondrion"""
"A0A1D8N4A8,""GO:0046872, F, metal ion binding"""
"A0A1D8N4B6,""GO:0005524, F, ATP binding"""
"A0A1D8N4B6,""GO:0046933, F, proton-transporting ATP synthase activity  rotational mechanism"""
"A0A1D8N4B6,""GO:0046961, F, proton-transporting ATPase activity  rotational mechanism"""
"A0A1D8N4B8,""GO:0004672, F, protein kinase activity"""
"A0A1D8N4B8,""GO:0005524, F, ATP binding"""
"A0A1D8N4B9,""GO:0004252, F, serine-type endopeptidase activity"""
"A0A1D8N4C5,""GO:0008374, F, O-acyltransferase activity"""
"A0A1D8N4C5,""GO:0044255, P, cellular lipid metabolic process"""
"A0A1D8N4C8,""GO:0008080, F, N-acetyltransferase activity"""
"A0A1D8N4C9,""GO:0003934, F, GTP cyclohydrolase I activity"""
"A0A1D8N4C9,""GO:0035998, P, 7 8-dihydroneopterin 3'-triphosphate biosynthetic process"""
"A0A1D8N4C9,""GO:0046654, P, tetrahydrofolate biosynthetic process"""
"A0A1D8N4D0,""GO:0004806, F, triglyceride lipase activity"""
"A0A1D8N4D0,""GO:0016042, P, lipid catabolic process"""
"A0A1D8N4D3,""GO:0005085, F, guanyl-nucleotide exchange factor activity"""
"A0A1D8N4D7,""GO:0004176, F, ATP-dependent peptidase activity"""
"A0A1D8N4D7,""GO:0004222, F, metalloendopeptidase activity"""
"A0A1D8N4D7,""GO:0005524, F, ATP binding"""
"A0A1D8N4D7,""GO:0008270, F, zinc ion binding"""
"A0A1D8N4D8,""GO:0046872, F, metal ion binding"""
"A0A1D8N4D8,""GO:0071788, P, endoplasmic reticulum tubular network maintenance"""
"A0A1D8N4D8,""GO:1903373, P, positive regulation of endoplasmic reticulum tubular network organization"""
"A0A1D8N4E2,""GO:0007049, P, cell cycle"""
"A0A1D8N4E2,""GO:0051301, P, cell division"""
"A0A1D8N4E7,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N4E8,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N4E8,""GO:0004523, F, RNA-DNA hybrid ribonuclease activity"""
"A0A1D8N4F0,""GO:0000981, F, DNA-binding transcription factor activity  RNA polymerase II-specific"""
"A0A1D8N4F0,""GO:0003677, F, DNA binding"""
"A0A1D8N4F0,""GO:0006351, P, transcription  DNA-templated"""
"A0A1D8N4F0,""GO:0008270, F, zinc ion binding"""
"A0A1D8N4F9,""GO:0000723, P, telomere maintenance"""
"A0A1D8N4F9,""GO:0003678, F, DNA helicase activity"""
"A0A1D8N4F9,""GO:0005524, F, ATP binding"""
"A0A1D8N4F9,""GO:0006281, P, DNA repair"""
"A0A1D8N4F9,""GO:0006310, P, DNA recombination"""
"A0A1D8N4G3,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N4G3,""GO:0004386, F, helicase activity"""
"A0A1D8N4G3,""GO:0005524, F, ATP binding"""
"A0A1D8N4H0,""GO:0000724, P, double-strand break repair via homologous recombination"""
"A0A1D8N4H0,""GO:0008270, F, zinc ion binding"""
"A0A1D8N4H0,""GO:0019789, F, SUMO transferase activity"""
"A0A1D8N4H3,""GO:0003723, F, RNA binding"""
"A0A1D8N4H3,""GO:0003724, F, RNA helicase activity"""
"A0A1D8N4H3,""GO:0005524, F, ATP binding"""
"A0A1D8N4H3,""GO:0006401, P, RNA catabolic process"""
"A0A1D8N4H5,""GO:0003677, F, DNA binding"""
"A0A1D8N4H5,""GO:0046982, F, protein heterodimerization activity"""
"A0A1D8N4I1,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N4I3,""GO:0003777, F, microtubule motor activity"""
"A0A1D8N4I3,""GO:0005524, F, ATP binding"""
"A0A1D8N4I3,""GO:0007018, P, microtubule-based movement"""
"A0A1D8N4I3,""GO:0008017, F, microtubule binding"""
"A0A1D8N4I4,""GO:0055114, P, obsolete oxidation-reduction process"""
"A0A1D8N4I9,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N4I9,""GO:0004386, F, helicase activity"""
"A0A1D8N4I9,""GO:0005524, F, ATP binding"""
"A0A1D8N4J3,""GO:0042254, P, ribosome biogenesis"""
"A0A1D8N4J4,""GO:0007165, P, signal transduction"""
"A0A1D8N4J6,""GO:0005524, F, ATP binding"""
"A0A1D8N4J6,""GO:0016887, F, ATPase activity"""
"A0A1D8N4J6,""GO:0042626, F, ATPase-coupled transmembrane transporter activity"""
"A0A1D8N4K2,""GO:0008863, F, formate dehydrogenase (NAD+) activity"""
"A0A1D8N4K2,""GO:0016616, F, oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor"""
"A0A1D8N4K2,""GO:0042183, P, formate catabolic process"""
"A0A1D8N4K2,""GO:0051287, F, NAD binding"""
"A0A1D8N4K6,""GO:0003677, F, DNA binding"""
"A0A1D8N4K6,""GO:0003899, F, DNA-directed 5'-3' RNA polymerase activity"""
"A0A1D8N4K6,""GO:0006351, P, transcription  DNA-templated"""
"A0A1D8N4K9,""GO:0006281, P, DNA repair"""
"A0A1D8N4K9,""GO:0006310, P, DNA recombination"""
"A0A1D8N4L7,""GO:0031144, P, proteasome localization"""
"A0A1D8N4L7,""GO:0071630, P, nuclear protein quality control by the ubiquitin-proteasome system"""
"A0A1D8N4M3,""GO:0003723, F, RNA binding"""
"A0A1D8N4M3,""GO:0003724, F, RNA helicase activity"""
"A0A1D8N4M3,""GO:0005524, F, ATP binding"""
"A0A1D8N4M3,""GO:0006401, P, RNA catabolic process"""
"A0A1D8N4M6,""GO:0016788, F, hydrolase activity  acting on ester bonds"""
"A0A1D8N4N1,""GO:0008033, P, tRNA processing"""
"A0A1D8N4N2,""GO:0000339, F, RNA cap binding"""
"A0A1D8N4N2,""GO:0045292, P, mRNA cis splicing  via spliceosome"""
"A0A1D8N4N2,""GO:0051028, P, mRNA transport"""
"A0A1D8N4N5,""GO:0004190, F, aspartic-type endopeptidase activity"""
"A0A1D8N4N6,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N4N6,""GO:0004523, F, RNA-DNA hybrid ribonuclease activity"""
"A0A1D8N4N8,""GO:0020037, F, heme binding"""
"A0A1D8N4P0,""GO:0006914, P, autophagy"""
"A0A1D8N4P0,""GO:0008234, F, cysteine-type peptidase activity"""
"A0A1D8N4P0,""GO:0015031, P, protein transport"""
"A0A1D8N4P5,""GO:0008962, F, phosphatidylglycerophosphatase activity"""
"A0A1D8N4P9,""GO:0016787, F, hydrolase activity"""
"A0A1D8N4R0,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N4R1,""GO:0004066, F, asparagine synthase (glutamine-hydrolyzing) activity"""
"A0A1D8N4R1,""GO:0005524, F, ATP binding"""
"A0A1D8N4R1,""GO:0006529, P, asparagine biosynthetic process"""
"A0A1D8N4R1,""GO:0006541, P, glutamine metabolic process"""
"A0A1D8N4U0,""GO:0003682, F, chromatin binding"""
"A0A1D8N4U0,""GO:0007049, P, cell cycle"""
"A0A1D8N4U0,""GO:0010468, P, regulation of gene expression"""
"A0A1D8N4U6,""GO:0004540, F, ribonuclease activity"""
"A0A1D8N4U6,""GO:0004672, F, protein kinase activity"""
"A0A1D8N4U6,""GO:0005524, F, ATP binding"""
"A0A1D8N4U6,""GO:0006397, P, mRNA processing"""
"A0A1D8N4U7,""GO:0004222, F, metalloendopeptidase activity"""
"A0A1D8N4U7,""GO:0006627, P, protein processing involved in protein targeting to mitochondrion"""
"A0A1D8N4U7,""GO:0046872, F, metal ion binding"""
"A0A1D8N4V2,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N4V3,""GO:0000287, F, magnesium ion binding"""
"A0A1D8N4V3,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N4V3,""GO:0004523, F, RNA-DNA hybrid ribonuclease activity"""
"A0A1D8N4V6,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N4W0,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N4W2,""GO:0016407, F, acetyltransferase activity"""
"A0A1D8N4W6,""GO:0008270, F, zinc ion binding"""
"A0A1D8N4W6,""GO:0016491, F, oxidoreductase activity"""
"A0A1D8N4W7,""GO:0005315, F, inorganic phosphate transmembrane transporter activity"""
"A0A1D8N4W7,""GO:0006817, P, phosphate ion transport"""
"A0A1D8N4X6,""GO:0016560, P, protein import into peroxisome matrix  docking"""
"A0A1D8N4X8,""GO:0006355, P, regulation of transcription  DNA-templated"""
"A0A1D8N4X8,""GO:0016570, P, histone modification"""
"A0A1D8N4Y0,""GO:0003723, F, RNA binding"""
"A0A1D8N4Y1,""GO:0007064, P, mitotic sister chromatid cohesion"""
"A0A1D8N4Y2,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N4Y9,""GO:0003682, F, chromatin binding"""
"A0A1D8N4Z0,""GO:0016491, F, oxidoreductase activity"""
"A0A1D8N4Z1,""GO:0008080, F, N-acetyltransferase activity"""
"A0A1D8N4Z2,""GO:0022857, F, transmembrane transporter activity"""
"A0A1D8N4Z3,""GO:0007049, P, cell cycle"""
"A0A1D8N4Z3,""GO:0051301, P, cell division"""
"A0A1D8N502,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N502,""GO:0004523, F, RNA-DNA hybrid ribonuclease activity"""
"A0A1D8N505,""GO:0003677, F, DNA binding"""
"A0A1D8N506,""GO:0003676, F, nucleic acid binding"""
"A0A1D8N506,""GO:0004523, F, RNA-DNA hybrid ribonuclease activity"""
"A0A1D8N512,""GO:0006355, P, regulation of transcription  DNA-templated"""
"A0A1D8N512,""GO:0008270, F, zinc ion binding"""
"A0A1D8N514,""GO:0019284, P, L-methionine salvage from S-adenosylmethionine"""
"A0A1D8N514,""GO:0019509, P, L-methionine salvage from methylthioadenosine"""
"A0A1D8N514,""GO:0046523, F, S-methyl-5-thioribose-1-phosphate isomerase activity"""
"A0A1D8N517,""GO:0006397, P, mRNA processing"""
"A0A1D8N517,""GO:0006406, P, mRNA export from nucleus"""
"A0A1D8N519,""GO:0008270, F, zinc ion binding"""
"A0A1D8N519,""GO:0016491, F, oxidoreductase activity"""
"A0A1D8N522,""GO:0005507, F, copper ion binding"""
"A0A1D8N522,""GO:0008131, F, primary amine oxidase activity"""
